x,y,score,ratio
cody east,andy enz,5,0.47058824
cody east,cody stamann,6,0.6666667
cole smith,scott smith,3,0.7619048
cole smith,leslie smith,4,0.72727275
cole smith,devonte smith,5,0.6956521999999999
cole smith,joe soto,5,0.5555555999999999
cole smith,cole miller,5,0.6666667
colin fletcher,alan belcher,6,0.61538464
colin fletcher,clint hester,7,0.6923077
colin fletcher,jon fitch,7,0.6086956
colin fletcher,calvin kattar,8,0.5185185
colin fletcher,kevin lee,8,0.5217391
colin robinson,alvin robinson,3,0.85714287
colin robinson,colby covington,6,0.62068963
colin robinson,karl roberson,7,0.5925925999999999
colin robinson,gillian robertson,7,0.6451613
colin robinson,john dodson,7,0.56
collin hart,calvin kattar,6,0.5833333
collin hart,holly holm,6,0.47619048
collin hart,dale hartt,6,0.5714286
collin hart,devin clark,7,0.45454547
collin hart,khalid taha,7,0.45454547
colton smith,scott smith,4,0.7826086999999999
colton smith,trevor smith,5,0.6666667
colton smith,anthony smith,5,0.72
colton smith,devonte smith,6,0.64
colton smith,leslie smith,6,0.5833333
conor mcgregor,court mcgee,7,0.64
conor mcgregor,cole miller,8,0.48
conor mcgregor,gan mcgee,8,0.5217391
conor mcgregor,homer moore,8,0.48
conor mcgregor,bobby green,9,0.4
cory hendricks,johny hendricks,3,0.82758623
cory hendricks,johny hendricks c,5,0.7741935000000001
cory hendricks,cory sandhagen,7,0.5714286
cory hendricks,corey anderson,8,0.64285713
cory hendricks,chad mendes,8,0.48
cory walmsley,cory sandhagen,7,0.5185185
cory walmsley,cortney casey,7,0.6923077
cory walmsley,cole miller,7,0.5
cory walmsley,cody pfister,7,0.48
cory walmsley,donny walker,7,0.56
costas philippou,rustam khabilov,9,0.516129
costas philippou,oskar piechota,10,0.46666667
costas philippou,elias theodorou,10,0.38709676
costas philippou,dustin poirier,10,0.4
costas philippou,mats nilsson,10,0.42857143
craig white,alex white,5,0.6666667
craig white,vernon white,5,0.6086956
craig white,zhang weili,6,0.45454547
craig white,chris wade,6,0.5714286
craig white,tracy cortez,7,0.4347826
cristina stanciu,brian stann,8,0.5925925999999999
cristina stanciu,justin salas,9,0.5
cristina stanciu,cristiano marcello,9,0.5882353
cristina stanciu,chris spang,9,0.5925925999999999
cristina stanciu,dustin neace,9,0.5
curt warburton,karl roberson,8,0.5185185
curt warburton,corey anderson,8,0.5
curt warburton,cub swanson,8,0.56
curt warburton,matt van buren,8,0.5
curt warburton,clay harvison,8,0.44444445
curtis stout,sam stout,6,0.6666667
curtis stout,chris spang,6,0.5217391
curtis stout,chris cope,6,0.54545456
curtis stout,curtis blaydes,7,0.61538464
curtis stout,cris cyborg,7,0.5217391
cyrille diabate,cyril asker,8,0.61538464
cyrille diabate,chris wade,9,0.48
cyrille diabate,willie gates,9,0.5925925999999999
cyrille diabate,carlo prater,9,0.5185185
cyrille diabate,warlley alves,10,0.5
damien brown,mike brown,4,0.8181818000000001
damien brown,matt brown,5,0.6363635999999999
damien brown,daniel spohn,5,0.5833333
damien brown,travis browne,6,0.64
damien brown,james irvin,6,0.5217391
dan barrera,dan hooker,5,0.5714286
dan barrera,geane herrera,5,0.6666667
dan barrera,ryan bader,5,0.6666667
dan barrera,dan miller,5,0.5714286
dan barrera,dan hardy,5,0.6
dan evensen,ryan jensen,4,0.72727275
dan evensen,dan severn,4,0.7619048
dan evensen,dan henderson,5,0.6666667
dan evensen,dan hooker,6,0.47619048
dan evensen,dan ige,6,0.5555555999999999
dan moret,dan hooker,4,0.6315789
dan moret,dan ige,4,0.625
dan moret,dan miller,4,0.6315789
dan moret,dan hardy,4,0.5555555999999999
dan moret,gan mcgee,4,0.5555555999999999
dan stittgen,dan ige,5,0.7368420999999999
dan stittgen,hans stringer,6,0.64
dan stittgen,dan miller,6,0.54545456
dan stittgen,dean lister,6,0.6086956
dan stittgen,dan severn,6,0.6363635999999999
daniel jolly,daniel spitz,5,0.5833333
daniel jolly,dan kelly,5,0.6666667
daniel jolly,daniel spohn,5,0.6666667
daniel jolly,darren till,6,0.5217391
daniel jolly,daniel teymur,6,0.64
daniel kelly,dan kelly,3,0.85714287
daniel kelly,daniel spitz,5,0.5833333
daniel kelly,daniel teymur,5,0.72
daniel kelly,daniel spohn,5,0.5833333
daniel kelly,darren till,6,0.5217391
danilo belluardo,daniel teymur,8,0.62068963
danilo belluardo,maximo blanco,8,0.55172414
danilo belluardo,ian loveland,8,0.5714286
danilo belluardo,danillo villefort,8,0.6060606
danilo belluardo,david teymur,9,0.5
danny abbadi,papy abedi,5,0.6363635999999999
danny abbadi,danny roberts,6,0.56
danny abbadi,danny henry,6,0.5217391
danny abbadi,danny downes,6,0.5833333
danny abbadi,tank abbott,6,0.5217391
danny mitchell,david mitchell,3,0.78571427
danny mitchell,danny martinez,6,0.64285713
danny mitchell,vinc pichel,7,0.56
danny mitchell,danny henry,7,0.64
danny mitchell,danny castillo,7,0.64285713
darrel gholar,darren till,6,0.5833333
darrel gholar,darrell horcher,6,0.71428573
darrel gholar,darren elkins,7,0.53846157
darrel gholar,drew dober,7,0.5217391
darrel gholar,daniel teymur,7,0.46153846
darren stewart,darren till,6,0.64
darren stewart,darren elkins,7,0.5925925999999999
darren stewart,darren uyenoyama,7,0.6
darren stewart,dan severn,7,0.5833333
darren stewart,darko stosic,8,0.46153846
darrill schoonover,darrell horcher,7,0.6666667
darrill schoonover,daniel cormier,9,0.5625
darrill schoonover,dan hooker,10,0.5714286
darrill schoonover,darrell montague,10,0.5882353
darrill schoonover,daniel spohn,10,0.53333336
dave galera,dave herman,5,0.72727275
dave galera,dante rivera,5,0.6086956
dave galera,david zawada,6,0.5217391
dave galera,davi ramos,6,0.5714286
dave galera,alex garcia,6,0.6363635999999999
davey grant,dwight grant,5,0.6086956
davey grant,dave herman,5,0.72727275
davey grant,dave menne,5,0.5714286
davey grant,davi ramos,6,0.5714286
davey grant,dale hartt,6,0.5714286
david abbott,tank abbott,4,0.6956521999999999
david abbott,david heath,5,0.6956521999999999
david abbott,david zawada,6,0.5833333
david abbott,davi ramos,6,0.6363635999999999
david abbott,david teymur,6,0.5833333
david baron,davi ramos,4,0.6666667
david baron,david zawada,5,0.6086956
david baron,phil baroni,5,0.6363635999999999
david baron,david heath,5,0.6363635999999999
david baron,devin clark,6,0.54545456
david branch,david heath,4,0.6956521999999999
david branch,davi ramos,5,0.6363635999999999
david branch,david zawada,6,0.5833333
david branch,david teymur,6,0.5833333
david branch,maximo blanco,6,0.56
david dodd,david zawada,5,0.6363635999999999
david dodd,david heath,5,0.5714286
david dodd,davi ramos,6,0.6
david dodd,david teymur,6,0.54545456
david dodd,david michaud,6,0.6086956
david hood,david heath,4,0.6666667
david hood,david zawada,5,0.6363635999999999
david hood,davi ramos,5,0.6
david hood,david michaud,5,0.6956521999999999
david hood,dan hooker,6,0.6
david kaplan,david zawada,5,0.6666667
david kaplan,calvin kattar,6,0.56
david kaplan,davi ramos,6,0.54545456
david kaplan,david teymur,6,0.5
david kaplan,david michaud,6,0.56
david lee,kevin lee,3,0.6666667
david lee,david heath,4,0.7
david lee,dan ige,5,0.5
david lee,david teymur,5,0.6666667
david lee,david loiseau,5,0.72727275
david levicki,david teymur,6,0.56
david levicki,david loiseau,6,0.61538464
david levicki,david heath,6,0.5833333
david levicki,david terrell,6,0.53846157
david levicki,david zawada,7,0.48
david roberts,danny roberts,3,0.7692308000000001
david roberts,daniel roberts,3,0.8148148000000001
david roberts,ryan roberts,5,0.72
david roberts,david heath,5,0.6666667
david roberts,andre roberts,5,0.7692308000000001
david velasquez,cain velasquez,3,0.82758623
david velasquez,cain velasquez c,5,0.7741935000000001
david velasquez,javier vazquez,6,0.6896551999999999
david velasquez,david teymur,7,0.5925925999999999
david velasquez,david bielkheden,7,0.58064514
denis stojnic,darko stosic,6,0.56
denis stojnic,ken stone,6,0.6363635999999999
denis stojnic,denis kang,6,0.6086956
denis stojnic,dennis siver,7,0.64
denis stojnic,daniel spohn,7,0.56
derek downey,drew dober,5,0.6363635999999999
derek downey,danny downes,5,0.5833333
derek downey,derek brunson,6,0.64
derek downey,james toney,6,0.5217391
derek downey,erik koch,7,0.47619048
derrick noble,derrick lewis,5,0.7692308000000001
derrick noble,derrick krantz,6,0.6666667
derrick noble,patrick cote,6,0.56
derrick noble,erik koch,7,0.54545456
derrick noble,sergio moraes,8,0.46153846
diego ferreira,cezar ferreira,5,0.71428573
diego ferreira,diego saraiva,5,0.6666667
diego ferreira,diego rivas,6,0.72
diego ferreira,dhiego lima,7,0.64
diego ferreira,carlos diego ferreira,7,0.8
dieusel berto,daniel roberts,7,0.6666667
dieusel berto,renan barao,8,0.41666666
dieusel berto,danny roberts,8,0.46153846
dieusel berto,daniel spitz,8,0.48
dieusel berto,mike perry,8,0.4347826
dileno lopes,diego nunes,5,0.6086956
dileno lopes,benito lopez,6,0.6666667
dileno lopes,diego rivas,6,0.5217391
dileno lopes,allan goes,6,0.54545456
dileno lopes,dhiego lima,7,0.5217391
dmitri stepanov,dmitry smolyakov,6,0.6451613
dmitri stepanov,andrei semenov,8,0.62068963
dmitri stepanov,misha cirkunov,9,0.4827585999999999
dmitri stepanov,omari akhmedov,9,0.4827585999999999
dmitri stepanov,damir ismagulov,9,0.6
dmitrii smoliakov,dmitry smolyakov,3,0.8484849
dmitrii smoliakov,muslim salikhov,9,0.5625
dmitrii smoliakov,damir ismagulov,9,0.625
dmitrii smoliakov,louis smolka,10,0.4827585999999999
dmitrii smoliakov,damian stasiak,10,0.516129
dmitry sosnovskiy,dmitry smolyakov,8,0.6666667
dmitry sosnovskiy,damir hadzovic,10,0.516129
dmitry sosnovskiy,damian grabowski,10,0.48484849999999996
dmitry sosnovskiy,keith wisniewski,10,0.48484849999999996
dmitry sosnovskiy,andrei arlovski,11,0.5
dokonjonosuke mishima,yoshiyuki yoshida,13,0.47368422
dokonjonosuke mishima,jorge masvidal,14,0.45714286
dokonjonosuke mishima,devonte smith,14,0.47058824
dokonjonosuke mishima,rodolfo vieira,14,0.4
dokonjonosuke mishima,lyoto machida,14,0.4117647
dominic waters,dominick reyes,5,0.71428573
dominic waters,dominick cruz c,7,0.62068963
dominic waters,dominick cruz,7,0.6666667
dominic waters,donny walker,7,0.61538464
dominic waters,devin clark,8,0.48
don madge,jon madsen,3,0.7368420999999999
don madge,dan ige,4,0.625
don madge,don frye,4,0.5882353
don madge,dan miller,5,0.5263158
don madge,dan hardy,5,0.5555555999999999
dong hyun kim,hyun gyu lim,7,0.56
dong hyun kim,song yadong,8,0.5
dong hyun kim,dan hooker,8,0.4347826
dong hyun kim,tae hyun bang,8,0.46153846
dong hyun kim,tony sims,8,0.54545456
dong hyun ma,song yadong,7,0.5217391
dong hyun ma,tae hyun bang,7,0.56
dong hyun ma,doug evans,7,0.45454547
dong hyun ma,dan hooker,8,0.36363637
dong hyun ma,yadong song,8,0.5217391
dongi yang,song yadong,4,0.7619048
dongi yang,denis kang,4,0.7
dongi yang,yadong song,5,0.6666667
dongi yang,doug evans,5,0.6
dongi yang,petr yan,6,0.44444445
donnie chappell,shane campbell,7,0.62068963
donnie chappell,danny castillo,8,0.55172414
donnie chappell,shane howell,8,0.5185185
donnie chappell,dennis hallman,8,0.62068963
donnie chappell,donny walker,8,0.5185185
dooho choi,john cholish,6,0.6363635999999999
dooho choi,darko stosic,7,0.45454547
dooho choi,holly holm,7,0.5
dooho choi,gokhan saki,7,0.3809524
dooho choi,nathan coy,7,0.4
dorian price,niko price,5,0.6363635999999999
dorian price,demian maia,6,0.5217391
dorian price,dan ige,6,0.6315789
dorian price,jordan mein,6,0.5217391
dorian price,jordan radev,6,0.5833333
duda santana,yuta sasaki,6,0.5217391
duda santana,cody stamann,7,0.5
duda santana,cub swanson,7,0.5217391
duda santana,lando vannata,7,0.48
duda santana,gina mazany,7,0.4347826
dwayne cason,walel watson,6,0.6666667
dwayne cason,shane carwin,6,0.5833333
dwayne cason,dan lauzon,6,0.6363635999999999
dwayne cason,shane nelson,6,0.5833333
dwayne cason,davi ramos,7,0.45454547
dylan andrews,ryan janes,6,0.6956521999999999
dylan andrews,eryk anders,7,0.5833333
dylan andrews,megan anderson,7,0.5925925999999999
dylan andrews,juan adams,7,0.5217391
dylan andrews,ryan bader,7,0.6086956
eddie mendez,eddie sanchez,4,0.72
eddie mendez,eddie alvarez,5,0.64
eddie mendez,eddie gordon,5,0.5833333
eddie mendez,dave menne,5,0.6363635999999999
eddie mendez,chad mendes,6,0.6086956
eddie ruiz,eddie yagin,4,0.6666667
eddie ruiz,eddie gordon,5,0.6363635999999999
eddie ruiz,ed herman,6,0.42105263
eddie ruiz,eddie alvarez,6,0.6956521999999999
eddie ruiz,mike rio,6,0.5555555999999999
edilberto de oliveira,alex oliveira,10,0.64705884
edilberto de oliveira,rafaello oliveira,10,0.6315789
edilberto de oliveira,charles oliveira,11,0.5945946
edilberto de oliveira,glover teixeira,12,0.5555555999999999
edilberto de oliveira,gilbert melendez,12,0.5405405
ednaldo oliveira,alex oliveira,5,0.7586206999999999
ednaldo oliveira,rafaello oliveira,5,0.72727275
ednaldo oliveira,charles oliveira,6,0.6875
ednaldo oliveira,rodolfo vieira,8,0.6
ednaldo oliveira,ricardo almeida,8,0.516129
edson barboza,jason brilz,6,0.5833333
edson barboza,renan barao,7,0.5833333
edson barboza,jason saggo,7,0.5
edson barboza,edgar garcia,7,0.48
edson barboza,renan barao c,7,0.53846157
eiji mitsuoka,jimi manuwa,7,0.5
eiji mitsuoka,nico musoke,7,0.5
eiji mitsuoka,matt mitrione,8,0.3846154000000001
eiji mitsuoka,tateki matsuda,8,0.5925925999999999
eiji mitsuoka,riki fukuda,8,0.5
elias garcia,edgar garcia,3,0.75
elias garcia,alex garcia,4,0.6956521999999999
elias garcia,leonard garcia,5,0.6923077
elias garcia,demian maia,6,0.6086956
elias garcia,julia avila,7,0.6086956
elvis mutapcic,luis pena,9,0.4347826
elvis mutapcic,belal muhammad,9,0.42857143
elvis mutapcic,stipe miocic,9,0.46153846
elvis mutapcic,ilir latifi,9,0.4
elvis mutapcic,alexis davis,9,0.46153846
elvis sinosic,darko stosic,7,0.48
elvis sinosic,elias silverio,7,0.5925925999999999
elvis sinosic,luis ramos,7,0.5217391
elvis sinosic,luis pena,8,0.45454547
elvis sinosic,louis smolka,8,0.48
emil meek,kevin lee,5,0.5555555999999999
emil meek,erik perez,5,0.5263158
emil meek,tim means,6,0.44444445
emil meek,demian maia,6,0.5
emil meek,luis pena,6,0.33333334
emily peters kagan,emily kagan,7,0.7586206999999999
emily peters kagan,gerald meerschaert,11,0.44444445
emily peters kagan,steven peterson,11,0.54545456
emily peters kagan,petr yan,11,0.53846157
emily peters kagan,carlo pedersoli jr,11,0.44444445
enson inoue,tyson nam,6,0.5
enson inoue,mizuki inoue,6,0.5217391
enson inoue,jason young,6,0.54545456
enson inoue,dan ige,7,0.44444445
enson inoue,jon jones,7,0.5
eric spicely,eric wisely,3,0.7826086999999999
eric spicely,vinc pichel,6,0.6956521999999999
eric spicely,eric shelton,6,0.6666667
eric spicely,erik perez,6,0.54545456
eric spicely,eric schafer,6,0.6666667
erick montano,nicco montano,4,0.7692308000000001
erick montano,erik koch,7,0.54545456
erick montano,renato moicano,7,0.5185185
erick montano,eric shelton,7,0.56
erick montano,rick glenn,7,0.6086956
erick silva,felipe silva,4,0.6956521999999999
erick silva,ricky simon,5,0.6363635999999999
erick silva,rick story,5,0.5714286
erick silva,thiago silva,5,0.6086956
erick silva,jay silva,5,0.6
ericka almeida,ricardo almeida,5,0.82758623
ericka almeida,thomas almeida,6,0.64285713
ericka almeida,rick glenn,7,0.5833333
ericka almeida,ricky simon,8,0.48
ericka almeida,derrick lewis,8,0.6666667
ernie verdicia,jennifer maia,8,0.5185185
ernie verdicia,geane herrera,8,0.5185185
ernie verdicia,erik perez,8,0.5
ernie verdicia,edgar garcia,8,0.53846157
ernie verdicia,eddie gordon,8,0.46153846
eugene jackson,damon jackson,5,0.6666667
eugene jackson,jeremy jackson,5,0.71428573
eugene jackson,montel jackson,6,0.71428573
eugene jackson,quinton jackson,6,0.6896551999999999
eugene jackson,ben askren,8,0.5
eugenio tadeu,aspen ladd,8,0.4347826
eugenio tadeu,augusto sakai,8,0.3846154000000001
eugenio tadeu,benito lopez,8,0.48
eugenio tadeu,chris wade,8,0.4347826
eugenio tadeu,augusto mendes,8,0.44444445
felipe colares,felipe arantes,5,0.78571427
felipe colares,felipe silva,6,0.6923077
felipe colares,devin clark,7,0.56
felipe colares,tecia torres,7,0.53846157
felipe colares,felice herrig,7,0.5185185
felipe olivieri,felipe arantes,7,0.55172414
felipe olivieri,felipe silva,7,0.6666667
felipe olivieri,alex oliveira,8,0.64285713
felipe olivieri,felice herrig,8,0.64285713
felipe olivieri,elias silverio,8,0.62068963
felix lee mitchell,david mitchell,8,0.625
felix lee mitchell,eliot marshall,10,0.5
felix lee mitchell,liz carmouche,11,0.4516129
felix lee mitchell,vinc pichel,11,0.4827585999999999
felix lee mitchell,felipe arantes,11,0.5
fernando bruno,renan barao,7,0.64
fernando bruno,brandon moreno,7,0.64285713
fernando bruno,ronaldo souza,8,0.5185185
fernando bruno,derek brunson,8,0.5925925999999999
fernando bruno,leonardo santos,8,0.55172414
filip pejic,niko price,7,0.47619048
filip pejic,luis pena,7,0.5
filip pejic,mike perry,7,0.3809524
filip pejic,ilir latifi,7,0.45454547
filip pejic,nick hein,7,0.4
flavio luiz moura,louis smolka,10,0.55172414
flavio luiz moura,david teymur,10,0.4827585999999999
flavio luiz moura,dustin kimura,10,0.46666667
flavio luiz moura,david loiseau,10,0.46666667
flavio luiz moura,travis lutter,10,0.46666667
floyd sword,ray borg,7,0.42105263
floyd sword,joe soto,7,0.42105263
floyd sword,rick story,7,0.3809524
floyd sword,john howard,7,0.45454547
floyd sword,rob font,8,0.31578946
francis ngannou,francis carmont,6,0.6666667
francis ngannou,frankie saenz,7,0.5714286
francis ngannou,frankie edgar,8,0.5714286
francis ngannou,frankie edgar c,8,0.53333336
francis ngannou,francisco trinaldo,9,0.6666667
francisco trevino,francisco trinaldo,5,0.85714287
francisco trevino,francisco rivera,5,0.72727275
francisco trevino,francis carmont,8,0.625
francisco trevino,frankie saenz,9,0.53333336
francisco trevino,francimar barroso,9,0.5294118
frank caracci,frank camacho,3,0.7692308000000001
frank caracci,frank mir ic,5,0.64
frank caracci,bryan caraway,6,0.61538464
frank caracci,frank mir,6,0.6363635999999999
frank caracci,frank trigg,6,0.6666667
frank hamaker,frank camacho,4,0.6923077
frank hamaker,frank mir,5,0.72727275
frank hamaker,frank shamrock,5,0.7407406999999999
frank hamaker,dan hooker,6,0.6086956
frank hamaker,frank shamrock c,6,0.6896551999999999
frank lester,dean lister,4,0.6956521999999999
frank lester,brock lesnar,5,0.5833333
frank lester,clint hester,5,0.5833333
frank lester,frank mir,5,0.6666667
frank lester,brian foster,5,0.6666667
fred ettish,sergio pettis,7,0.5833333
fred ettish,fredy serrano,7,0.5
fred ettish,lisa ellis,7,0.3809524
fred ettish,jimy hettes,7,0.45454547
fred ettish,terry etim,7,0.47619048
galore bofando,alex morono,8,0.56
galore bofando,jose aldo,8,0.5217391
galore bofando,vitor miranda,8,0.44444445
galore bofando,maximo blanco,8,0.5185185
galore bofando,greg hardy,9,0.5
garett whiteley,alex white,7,0.64
garett whiteley,jake shields,8,0.5185185
garett whiteley,aaron riley,8,0.53846157
garett whiteley,eric wisely,8,0.53846157
garett whiteley,mike whitehead,8,0.55172414
genki sudo,henry cejudo,6,0.54545456
genki sudo,greg soto,6,0.5263158
genki sudo,yuki kondo,6,0.5
genki sudo,ricky simon,7,0.3809524
genki sudo,renan barao,7,0.3809524
geraldo de freitas,gerald harris,8,0.6451613
geraldo de freitas,phil de fries,9,0.58064514
geraldo de freitas,gerald meerschaert,10,0.6111111
geraldo de freitas,cezar ferreira,10,0.5
geraldo de freitas,geane herrera,10,0.516129
gerry harris,gerald harris,3,0.8
gerry harris,terry martin,4,0.6666667
gerry harris,walt harris,5,0.6086956
gerry harris,greg hardy,6,0.54545456
gerry harris,terry etim,6,0.54545456
geza kalman,sean salmon,5,0.6363635999999999
geza kalman,ed herman,6,0.5
geza kalman,gina mazany,6,0.54545456
geza kalman,reza madadi,6,0.54545456
geza kalman,josh samman,6,0.45454547
gian villante,ryan laflare,7,0.56
gian villante,dan miller,7,0.6086956
gian villante,ian loveland,7,0.64
gian villante,kevin holland,8,0.53846157
gian villante,ryan spann,8,0.4347826
gilbert aldana,gilbert burns,5,0.6666667
gilbert aldana,irene aldana,5,0.6923077
gilbert aldana,gilbert yvel,6,0.6923077
gilbert aldana,gilbert melendez,7,0.6666667
gilbert aldana,alberto mina,7,0.61538464
gilbert smith,gilbert burns,5,0.6923077
gilbert smith,gilbert yvel,5,0.64
gilbert smith,trevor smith,6,0.64
gilbert smith,alberto mina,6,0.64
gilbert smith,leslie smith,6,0.64
glaico franca,maximo blanco,7,0.53846157
glaico franca,mario miranda,7,0.61538464
glaico franca,blagoy ivanov,8,0.46153846
glaico franca,niko price,8,0.4347826
glaico franca,luis pena,8,0.45454547
goran reljic,jordan mein,6,0.6086956
goran reljic,mirsad bektic,7,0.48
goran reljic,jordan rinaldi,7,0.61538464
goran reljic,gokhan saki,7,0.5217391
goran reljic,dan kelly,7,0.47619048
grant dawson,john dodson,6,0.5217391
grant dawson,dan lauzon,6,0.54545456
grant dawson,shane nelson,6,0.5
grant dawson,brock larson,6,0.5
grant dawson,sean salmon,6,0.5217391
greg stott,greg soto,2,0.84210527
greg stott,greg hardy,5,0.5
greg stott,joe soto,5,0.5555555999999999
greg stott,sam stout,5,0.5263158
greg stott,ken stone,5,0.5263158
gregor gillespie,trevin giles,8,0.5714286
gregor gillespie,roger gracie,9,0.5
gregor gillespie,roger hollett,9,0.4827585999999999
gregor gillespie,trevor smith,10,0.5
gregor gillespie,kron gracie,10,0.44444445
grigorii popov,george roop,8,0.48
grigorii popov,greg soto,8,0.5217391
grigorii popov,ricardo ramos,9,0.37037036
grigorii popov,blagoy ivanov,9,0.37037036
grigorii popov,igor araujo,9,0.48
guilherme vasconcelos,iliarde santos,12,0.51428574
guilherme vasconcelos,gilbert burns,13,0.47058824
guilherme vasconcelos,gilbert melendez,13,0.4864865
guilherme vasconcelos,junior assuncao,13,0.5
guilherme vasconcelos,cole escovedo,13,0.47058824
gunnar nelson,shane nelson,5,0.64
gunnar nelson,roy nelson,6,0.6956521999999999
gunnar nelson,karl roberson,8,0.53846157
gunnar nelson,cub swanson,8,0.5
gunnar nelson,megan anderson,8,0.5925925999999999
harold howard,john howard,5,0.6666667
harold howard,matt hobar,7,0.5217391
harold howard,caros fodor,7,0.5
harold howard,aaron rosa,7,0.5217391
harold howard,greg hardy,8,0.5217391
harry moskowitz,jared rosholt,8,0.5
harry moskowitz,darko stosic,9,0.44444445
harry moskowitz,mark munoz,9,0.48
harry moskowitz,henry martinez,9,0.4827585999999999
harry moskowitz,jake rosholt,9,0.44444445
hatsu hioki,matt wiman,7,0.3809524
hatsu hioki,nate diaz,7,0.4
hatsu hioki,james vick,7,0.47619048
hatsu hioki,dan hooker,7,0.47619048
hatsu hioki,holly holm,7,0.3809524
hayato sakurai,augusto sakai,7,0.6666667
hayato sakurai,renato sobral,7,0.5185185
hayato sakurai,yao zhikui,8,0.5833333
hayato sakurai,yan cabral,8,0.5
hayato sakurai,hayder hassan,8,0.44444445
heather jo clark,laverne clark,7,0.62068963
heather jo clark,hector lombard,8,0.53333336
heather jo clark,devin clark,9,0.5185185
heather jo clark,vagner rocha,9,0.5
heather jo clark,alberto crane,9,0.4827585999999999
hector aldana,hector urbina,4,0.6923077
hector aldana,hector sandoval,5,0.71428573
hector aldana,irene aldana,6,0.64
hector aldana,hector lombard,6,0.6666667
hector aldana,hector ramirez,6,0.5925925999999999
henrique da silva,enrique barzola,6,0.6875
henrique da silva,enrique marin,7,0.6666667
henrique da silva,felipe silva,8,0.62068963
henrique da silva,joaquim silva,9,0.53333336
henrique da silva,wanderlei silva,9,0.5625
hermes franca,james krause,7,0.48
hermes franca,charles rosa,7,0.56
hermes franca,james vick,8,0.4347826
hermes franca,derrick krantz,8,0.44444445
hermes franca,derek brunson,8,0.46153846
hernani perpetuo,thiago perpetuo,6,0.7096774
hernani perpetuo,renan barao,9,0.5185185
hernani perpetuo,viviane pereira,9,0.4516129
hernani perpetuo,deanna bennett,9,0.46666667
hernani perpetuo,frankie perez,9,0.62068963
horacio gutierrez,chris gutierrez,5,0.8125
horacio gutierrez,travis lutter,9,0.53333336
horacio gutierrez,fabio gurgel,9,0.55172414
horacio gutierrez,tracy cortez,10,0.4827585999999999
horacio gutierrez,tecia torres,10,0.4827585999999999
houston dorr,dustin poirier,7,0.61538464
houston dorr,dustin ortiz,7,0.5833333
houston dorr,justin wren,7,0.5217391
houston dorr,jason dent,7,0.45454547
houston dorr,jason day,7,0.47619048
hu yaozong,song yadong,6,0.5714286
hu yaozong,joe lauzon,6,0.5
hu yaozong,kj noons,6,0.44444445
hu yaozong,dan lauzon,6,0.5
hu yaozong,cub swanson,7,0.47619048
humberto brown,humberto bandenay,6,0.7096774
humberto brown,matt brown,6,0.6666667
humberto brown,mike brown,7,0.6666667
humberto brown,alberto crane,7,0.5925925999999999
humberto brown,roberto traven,7,0.5714286
ian entwistle,ian heinisch,7,0.64
ian entwistle,brian ebersole,7,0.5925925999999999
ian entwistle,darren till,8,0.5
ian entwistle,alex white,8,0.5217391
ian entwistle,dan ige,8,0.5
ian freeman,ian loveland,5,0.6086956
ian freeman,ed herman,6,0.5
ian freeman,brian ortega,6,0.6086956
ian freeman,yan xiaonan,6,0.45454547
ian freeman,dave herman,6,0.54545456
icho larenas,polo reyes,7,0.45454547
icho larenas,ricardo lamas,7,0.64
icho larenas,diego rivas,7,0.5217391
icho larenas,nick denis,7,0.54545456
icho larenas,paul varelans,7,0.48
igor zinoviev,igor pokrajac,8,0.46153846
igor zinoviev,igor araujo,8,0.5
igor zinoviev,rory singer,8,0.5
igor zinoviev,amar suloev,8,0.41666666
igor zinoviev,kron gracie,9,0.33333334
ivan serati,ivan jorge,5,0.5714286
ivan serati,ryan spann,6,0.47619048
ivan serati,ian mccall,6,0.47619048
ivan serati,sean soriano,6,0.5217391
ivan serati,sean sherk,6,0.5714286
izabela badurek,ben askren,9,0.48
izabela badurek,gilbert burns,9,0.5
izabela badurek,alex caceres,9,0.44444445
izabela badurek,ryan laflare,9,0.44444445
izabela badurek,ryan bader,9,0.48
jacare souza,ronaldo souza,6,0.56
jacare souza,kevin souza,6,0.6086956
jacare souza,alan jouban,7,0.5217391
jacare souza,shane young,7,0.4347826
jacare souza,jamie moyle,7,0.4347826
jack marshman,john marsh,6,0.6086956
jack marshman,jack hermansson,7,0.64285713
jack marshman,nad narimani,7,0.56
jack marshman,josh burkman,7,0.48
jack marshman,josh samman,7,0.5
jack may,jason day,4,0.5882353
jack may,frank mir,5,0.47058824
jack may,nick diaz,5,0.47058824
jack may,nick pace,5,0.47058824
jack may,jason tan,5,0.47058824
jack nilson,mats nilsson,4,0.6956521999999999
jack nilson,roy nelson,5,0.5714286
jack nilson,jay hieron,5,0.5714286
jack nilson,shane nelson,5,0.6086956
jack nilson,lance gibson,5,0.6086956
jake matthews,zak ottow,7,0.54545456
jake matthews,luke sanders,7,0.48
jake matthews,jake collier,7,0.48
jake matthews,jimy hettes,7,0.5
jake matthews,jake lindsey,7,0.48
james bochnovic,james vick,7,0.72
james bochnovic,james toney,7,0.61538464
james bochnovic,james irvin,7,0.61538464
james bochnovic,jan blachowicz,8,0.62068963
james bochnovic,kyle bochniak,8,0.5714286
james giboo,james vick,4,0.6666667
james giboo,james wilks,4,0.6363635999999999
james giboo,james head,5,0.5714286
