winner,loser,method,how,round,event_name,date,venue,city,country,attendance,url
Abel Trujillo,Roger Bowling,tko,punches,2.0,UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,Sleep Train Arena,sacramento,usa,11573.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Benavidez_2
Alptekin Özkılıç,Darren Uyenoyama,decision,"30–27, 28–29, 29–28",3.0,UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,Sleep Train Arena,sacramento,usa,11573.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Benavidez_2
Chris Weidman ,Anderson Silva,tko,broken leg,2.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
Ronda Rousey ,Miesha Tate,submission,armbar,3.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
Travis Browne,Josh Barnett,ko,elbows,1.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
Jim Miller,Fabrício Camões,submission,armbar,1.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
Dustin Poirier,Diego Brandao,tko,punches,1.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
Uriah Hall,Chris Leben,tko,retirement,1.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
Michael Johnson,Gleison Tibau,ko,punches,2.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
Dennis Siver,Manvel Gamburyan,no contest,contest overturned,3.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
John Howard,Siyar Bahadurzada,decision,"30–27, 30–27, 30–27",3.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
William Macário,Bobby Voelker,decision,"30–27, 30–27, 30–27",3.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
Robbie Peralta,Estevan Payan,ko,punches,3.0,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,las vegas,usa,15650.0,https://en.wikipedia.org/wiki/UFC_168
Tarec Saffiedine,Hyun Gyu Lim,decision,"49–46, 48–47, 48–47",5.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Tatsuya Kawajiri,Sean Soriano,submission,rearnaked choke,2.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Kiichi Kunimoto,Luiz Dutra Jr.,disqualification,illegal elbows,1.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Kyung Ho Kang,Shunichi Shimizu,submission,armtriangle choke,3.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Max Holloway,Will Chope,tko,punches,2.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Katsunori Kikuno,Quinn Mulhern,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Royston Wee,Dave Galera,decision,"30–26, 30–26, 30–26",3.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Mairbek Taisumov,Tae Hyun Bang,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Dustin Kimura,Jon delos Reyes,submission,armbar,1.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Russell Doane,Leandro Issa,submission,triangle choke,2.0,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,marina bay,singapore,5216.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim
Luke Rockhold,Costas Philippou,tko,body kick,1.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Brad Tavares,Lorenz Larkin,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
T.J. Dillashaw,Mike Easton,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Yoel Romero,Derek Brunson,tko,punches and elbows,3.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
John Moraga,Dustin Ortiz,decision,"28–29, 29–28, 29–28",3.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Cole Miller,Sam Sicilia,submission,rearnaked choke,2.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Ramsey Nijem,Justin Edwards,decision,"30–27, 29–28, 29–28",3.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Elias Silvério,Isaac Vallie-Flagg,decision,"29–27, 29–27, 29–27",3.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Trevor Smith,Brian Houston,decision,"28–29, 29–28, 29–28",3.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Louis Smolka,Alptekin Özkılıç,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Vinc Pichel,Garett Whiteley,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Beneil Dariush,Charlie Brenneman,submission,rearnaked choke,1.0,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,duluth,usa,5822.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou
Benson Henderson,Josh Thomson,decision,"47–48, 48–47, 49–46",5.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Stipe Miocic,Gabriel Gonzaga,decision,"30–27, 30–27, 29–28",3.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Donald Cerrone,Adriano Martins,ko,head kick,1.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Jeremy Stephens,Darren Elkins,decision,"29–28, 30–27, 30–27",3.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Alex Caceres,Sergio Pettis,submission,rearnaked choke,3.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Eddie Wineland,Yves Jabouin,tko,punches,2.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Chico Camus,Yaotzin Meza,no contest,contest overturned,3.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Hugo Viana,Junior Hernandez,decision,"29–28, 29–28, 29–28",3.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Daron Cruickshank,Mike Rio,tko,wheel kick and punches,2.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
George Sullivan,Mike Rhodes,decision,"29–28, 29–28, 29–28",3.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Nikita Krylov,Walt Harris,tko,head kick and punches,1.0,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,chicago,usa,10895.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson
Renan Barão ,Urijah Faber,tko,punches,1.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
José Aldo ,Ricardo Lamas,decision,"49–46, 49–46, 49–46",5.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Alistair Overeem,Frank Mir,decision,"30–27, 30–27, 30–27",3.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Ali Bagautinov,John Lineker,decision,"29–28, 29–28, 29–28",3.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Abel Trujillo,Jamie Varner,ko,punch,2.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Alan Patrick,John Makdessi,decision,"29–28, 29–28, 30–27",3.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Chris Cariaso,Danny Martinez,decision,"29–28, 29–28, 29–28",3.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Nick Catone,Tom Watson,decision,"28–29, 29–28, 30–27",3.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Al Iaquinta,Kevin Lee,decision,"29–28, 29–28, 28–27",3.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Clint Hester,Andy Enz,decision,"30–27, 30–27, 30–26",3.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Rashid Magomedov,Tony Martin,decision,"29–28, 29–28, 29–28",3.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Neil Magny,Gasan Umalatov,decision,"29–28, 30–27, 30–27",3.0,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,newark,usa,14308.0,https://en.wikipedia.org/wiki/UFC_169
Lyoto Machida,Gegard Mousasi,decision,"49–46, 50–45, 50–45",5.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Ronaldo Souza,Francis Carmont,decision,"29–28, 29–28, 30–27",3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Erick Silva,Takenori Sato,ko,punches,1.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Nico Musoke,Viscardi Andrade,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Charles Oliveira,Andy Ogle,submission,triangle choke,3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Joe Proctor,Cristiano Marcello,decision,"29–28, 30–27, 29–28",3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Rodrigo Damm,Ivan Jorge,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Francisco Trinaldo,Jesse Ronson,decision,"28–29, 29–28, 30–27",3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Iuri Alcântara,Wilson Reis,decision,"28–29, 30–27, 30–27",3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Felipe Arantes,Maximo Blanco,decision,"29–27, 29–27, 29–27",3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Ildemar Alcântara,Albert Tumenov,decision,"28–29, 29–28, 30–27",3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Zubaira Tukhugov,Douglas Silva de Andrade,decision,"30–27, 29–28, 30–27",3.0,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,jaraguá do sul,brazil,7511.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi
Ronda Rousey ,Sara McMann,tko,knee to the body,1.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Daniel Cormier,Patrick Cummins,tko,punches,1.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Rory MacDonald,Demian Maia,decision,"29–28, 29–28, 29–28",3.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Mike Pyle,TJ Waldburger,tko,elbows and punches,3.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Stephen Thompson,Robert Whittaker,tko,punches,1.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Alexis Davis,Jessica Eye,decision,"28–29, 29–28, 29–28",3.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Raphael Assunção,Pedro Munhoz,decision,"30–27, 30–27, 30–27",3.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Aljamain Sterling,Cody Gibson,decision,"29–28, 29–28, 29–28",3.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Zach Makovsky,Josh Sampo,decision,"30–27, 30–27, 29–28",3.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Erik Koch,Rafaello Oliveira,tko,punches,1.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Ernest Chavez,Yosdenis Cedeno,decision,"28–29, 29–28, 30–27",3.0,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,las vegas,usa,10217.0,https://en.wikipedia.org/wiki/UFC_170
Dong Hyun Kim,John Hathaway,ko,spinning back elbow,3.0,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,macau,china,6000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway
Zhang Lipeng,Wang Sai,decision,"29–28, 27–30, 29–28",3.0,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,macau,china,6000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway
Matt Mitrione,Shawn Jordan,ko,punches,1.0,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,macau,china,6000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway
Hatsu Hioki,Ivan Menjivar,decision,"29–28, 29–28, 29–28",3.0,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,macau,china,6000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway
Yui Chul Nam,Kazuki Tokudome,decision,"29–27, 27–28, 29–28",3.0,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,macau,china,6000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway
Vaughan Lee,Nam Phan,decision,"30–27, 30–27, 30–26",3.0,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,macau,china,6000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway
Wang Anying,Albert Cheng,tko,doctor stoppage,1.0,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,macau,china,6000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway
Mark Eddiva,Jumabieke Tuerxun,decision,"30–27, 30–27, 30–27",3.0,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,macau,china,6000.0,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway
Alexander Gustafsson,Jimi Manuwa,tko,knee and punches,2.0,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,london,uk,14604.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa
Michael Johnson,Melvin Guillard,decision,"30–27, 30–27, 29–28",3.0,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,london,uk,14604.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa
Brad Pickett,Neil Seery,decision,"30–27, 30–27, 29–28",3.0,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,london,uk,14604.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa
Gunnar Nelson,Omari Akhmedov,submission,guillotine choke,1.0,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,london,uk,14604.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa
Ilir Latifi,Cyrille Diabaté,submission,ninja choke,1.0,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,london,uk,14604.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa
Luke Barnatt,Mats Nilsson,tko,head kick and punches,1.0,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,london,uk,14604.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa
Cláudio Silva,Brad Scott,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,london,uk,14604.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa
Igor Araújo,Danny Mitchell,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,london,uk,14604.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa
Louis Gaudinot,Phil Harris,no contest,contest overturned,1.0,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,london,uk,14604.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa
Johny Hendricks,Robbie Lawler,decision,"48–47, 48–47, 48–47",5.0,UFC 171: Hendricks vs. Lawler,2014-03-15,American Airlines Center,dallas,usa,19324.0,https://en.wikipedia.org/wiki/UFC_171
Tyron Woodley,Carlos Condit,tko,knee injury,2.0,UFC 171: Hendricks vs. Lawler,2014-03-15,American Airlines Center,dallas,usa,19324.0,https://en.wikipedia.org/wiki/UFC_171
Myles Jury,Diego Sanchez,decision,"30–27, 30–27, 29–28",3.0,UFC 171: Hendricks vs. Lawler,2014-03-15,American Airlines Center,dallas,usa,19324.0,https://en.wikipedia.org/wiki/UFC_171
Hector Lombard,Jake Shields,decision,"30–27, 30–27, 29–28",3.0,UFC 171: Hendricks vs. Lawler,2014-03-15,American Airlines Center,dallas,usa,19324.0,https://en.wikipedia.org/wiki/UFC_171
Ovince Saint Preux,Nikita Krylov,submission,von flue choke,1.0,UFC 171: Hendricks vs. Lawler,2014-03-15,American Airlines Center,dallas,usa,19324.0,https://en.wikipedia.org/wiki/UFC_171
Kelvin Gastelum,Rick Story,decision,"28–29, 29–28, 30–27",3.0,UFC 171: Hendricks vs. Lawler,2014-03-15,American Airlines Center,dallas,usa,19324.0,https://en.wikipedia.org/wiki/UFC_171
